Study,Site Number,Site Name,SubjectName,Open Date,Open By,Query Text,Group Name,Response Date,Responded By,Answer Text,Query Closed Date,Closed By,Query Status
ABC TEST TRIAL,460,Site 460,4601460,7-Dec-23,XPJ,6882,System,7-Dec-23,AAF,Updated,18-Dec-23,BLF,Closed
ABC TEST TRIAL,301,Site 301,3011301,16-Dec-22,UEU,95678,System,16-Dec-22,SUB,Updated,19-Dec-22,AUN,Closed
ABC TEST TRIAL,496,Site 496,4961496,2-Nov-22,DLG,74838,System,2-Nov-22,MHY,Updated,2-Nov-22,EXQ,Closed
ABC TEST TRIAL,132,Site 132,1321132,8-Sep-22,NGC,93203,System,9-Sep-22,PFE,Updated,9-Sep-22,TTV,Closed
ABC TEST TRIAL,366,Site 366,3661366,2-Feb-24,LQQ,38115,System,2-Feb-24,FDG,Updated,2-Feb-24,JYV,Closed
ABC TEST TRIAL,255,Site 255,2551255,19-Dec-22,NUP,16868,System,19-Dec-22,ROJ,Updated,19-Dec-22,QPQ,Closed
ABC TEST TRIAL,469,Site 469,4691469,14-Apr-23,PBM,38485,System,14-Apr-23,DCZ,Updated,17-Apr-23,QRR,Closed
ABC TEST TRIAL,460,Site 460,4601460,11-Jan-23,RLG,94677,System,11-Jan-23,DTE,Updated,12-Jan-23,QUU,Closed
ABC TEST TRIAL,255,Site 255,2551255,29-Mar-23,QXX,43927,System,29-Mar-23,LTQ,Updated,4-Apr-23,JUQ,Closed
ABC TEST TRIAL,429,Site 429,4291429,18-Jan-24,JDU,56898,System,18-Jan-24,DOQ,Updated,22-Jan-24,DNH,Closed
ABC TEST TRIAL,132,Site 132,1321132,14-Jul-23,EAM,10057,System,14-Jul-23,JQZ,Updated,14-Jul-23,EWD,Closed
ABC TEST TRIAL,256,Site 256,2561256,29-Jan-23,TUT,83056,System,29-Jan-23,ZME,Updated,30-Jan-23,KZL,Closed
ABC TEST TRIAL,445,Site 445,4451445,29-Mar-23,PPD,24751,System,29-Mar-23,YPQ,Updated,4-Apr-23,TEW,Closed
ABC TEST TRIAL,241,Site 241,2411241,16-Oct-23,OSV,99798,System,16-Oct-23,PCX,Updated,16-Oct-23,RDJ,Closed
ABC TEST TRIAL,241,Site 241,2411241,13-Oct-23,YPV,82119,System,13-Oct-23,FXV,Updated,13-Oct-23,TTU,Closed
ABC TEST TRIAL,301,Site 301,3011301,11-May-23,ORV,18803,System,12-May-23,YIH,Updated,15-May-23,RIN,Closed
ABC TEST TRIAL,241,Site 241,2411241,29-Mar-23,LYB,23126,System,29-Mar-23,TGW,Updated,4-Apr-23,VWR,Closed
ABC TEST TRIAL,295,Site 295,2951295,26-Jun-23,TCM,95521,System,26-Jun-23,FTD,Updated,27-Jun-23,URH,Closed
ABC TEST TRIAL,388,Site 388,3881388,23-Aug-22,HYP,92000,System,6-Sep-22,QVS,Updated,6-Sep-22,QXJ,Closed
ABC TEST TRIAL,429,Site 429,4291429,20-Apr-23,JCC,7101,System,20-Apr-23,TDK,Updated,25-Apr-23,OZE,Closed
ABC TEST TRIAL,492,Site 492,4921492,29-Feb-24,WHV,97303,System,29-Feb-24,LIT,Updated,29-Feb-24,VOJ,Closed
ABC TEST TRIAL,156,Site 156,1561156,30-Nov-22,OSU,58527,System,30-Nov-22,YTU,Updated,6-Dec-22,ITC,Closed
ABC TEST TRIAL,107,Site 107,1071107,26-Sep-23,RNN,16751,System,26-Sep-23,LCH,Updated,26-Sep-23,RDX,Closed
ABC TEST TRIAL,366,Site 366,3661366,22-Feb-23,RAN,14754,System,22-Feb-23,HKU,Updated,27-Feb-23,FMC,Closed
ABC TEST TRIAL,132,Site 132,1321132,1-Jun-23,KMB,12866,System,1-Jun-23,CAC,Updated,5-Jun-23,STR,Closed
ABC TEST TRIAL,301,Site 301,3011301,9-Nov-22,PGV,61086,System,9-Nov-22,TMW,Updated,10-Nov-22,AFG,Closed
ABC TEST TRIAL,154,Site 154,1541154,12-May-23,HHA,65756,System,12-May-23,QPJ,Updated,15-May-23,FYN,Closed
ABC TEST TRIAL,391,Site 391,3911391,29-Mar-23,VIZ,43393,System,29-Mar-23,SFD,Updated,4-Apr-23,JQC,Closed
ABC TEST TRIAL,496,Site 496,4961496,31-Aug-23,GCV,66505,System,31-Aug-23,EYG,Updated,4-Sep-23,JZK,Closed
ABC TEST TRIAL,293,Site 293,2931293,26-Jun-23,BGB,6605,System,26-Jun-23,IEA,Updated,27-Jun-23,WHK,Closed
ABC TEST TRIAL,131,Site 131,1311131,11-Jan-23,JXQ,98557,System,11-Jan-23,LFR,Updated,12-Jan-23,TOE,Closed
ABC TEST TRIAL,295,Site 295,2951295,26-Oct-22,KZA,50587,System,26-Oct-22,DRB,Updated,27-Oct-22,NCE,Closed
ABC TEST TRIAL,301,Site 301,3011301,20-Dec-22,KRV,8874,System,20-Dec-22,VXI,Updated,21-Dec-22,OIU,Closed
ABC TEST TRIAL,388,Site 388,3881388,21-Jul-23,SHO,71632,System,29-Jul-23,TTK,Updated,13-Aug-23,GXA,Closed
ABC TEST TRIAL,322,Site 322,3221322,21-Jul-23,ARG,88507,System,25-Jul-23,XUT,Updated,28-Jul-23,CLL,Closed
ABC TEST TRIAL,388,Site 388,3881388,21-Jul-23,RBI,11266,System,13-Aug-23,MJB,Updated,17-Aug-23,KVA,Closed
ABC TEST TRIAL,293,Site 293,2931293,8-Mar-22,NZG,6321,System,20-Mar-22,YJB,Updated,22-Mar-22,HDF,Closed
ABC TEST TRIAL,323,Site 323,3231323,21-Jul-23,PCO,28514,System,25-Jul-23,CWJ,Updated,11-Aug-23,VTV,Closed
ABC TEST TRIAL,262,Site 262,2621262,21-Jul-23,GWF,60770,System,4-Aug-23,DOV,Updated,11-Aug-23,UQO,Closed
ABC TEST TRIAL,306,Site 306,3061306,21-Jul-23,JMP,92972,System,30-Jul-23,ZAS,Updated,11-Aug-23,HCX,Closed
ABC TEST TRIAL,124,Site 124,1241124,9-Mar-23,VZJ,65945,System,20-Mar-23,XRX,Updated,31-Mar-23,PZT,Closed
ABC TEST TRIAL,357,Site 357,3571357,21-Jul-23,SUA,90210,System,25-Jul-23,YTE,Updated,29-Jul-23,TMD,Closed
ABC TEST TRIAL,388,Site 388,3881388,31-Aug-22,PAE,50605,System,31-Aug-22,WXN,Updated,31-Aug-22,JIG,Closed
ABC TEST TRIAL,344,Site 344,3441344,16-Feb-22,KWS,40311,System,16-Feb-22,IIP,Updated,16-Feb-22,YIL,Closed
ABC TEST TRIAL,445,Site 445,4451445,29-Feb-24,SPR,54370,System,1-Mar-24,KQE,Updated,1-Mar-24,KAJ,Closed
ABC TEST TRIAL,357,Site 357,3571357,31-Mar-23,GAF,81128,System,31-Mar-23,PPF,Updated,4-Apr-23,GNN,Closed
ABC TEST TRIAL,492,Site 492,4921492,23-Aug-22,BRD,89265,System,23-Aug-22,ACR,Updated,23-Aug-22,EYM,Closed
ABC TEST TRIAL,168,Site 168,1681168,25-Oct-24,XLC,71677,System,25-Oct-24,KNT,Updated,25-Oct-24,QVZ,Closed
ABC TEST TRIAL,460,Site 460,4601460,27-Sep-23,DYF,18136,System,27-Sep-23,BMC,Updated,27-Sep-23,PQK,Closed
ABC TEST TRIAL,107,Site 107,1071107,29-Aug-22,ZQO,19010,System,29-Aug-22,UHF,Updated,30-Aug-22,OKQ,Closed
ABC TEST TRIAL,322,Site 322,3221322,17-Jan-23,XQV,81639,System,17-Jan-23,GTR,Updated,17-Jan-23,NBQ,Closed
ABC TEST TRIAL,195,Site 195,1951195,15-Jun-23,OTY,75546,System,15-Jun-23,GTB,Updated,15-Jun-23,LJP,Closed
ABC TEST TRIAL,295,Site 295,2951295,4-Nov-22,ESG,90857,System,4-Nov-22,LHD,Updated,7-Nov-22,XQR,Closed
ABC TEST TRIAL,154,Site 154,1541154,7-Aug-23,TYA,75085,System,7-Aug-23,CWB,Updated,7-Aug-23,JCB,Closed
ABC TEST TRIAL,285,Site 285,2851285,26-May-23,QOI,40811,System,26-May-23,QRJ,Updated,26-May-23,HTN,Closed
ABC TEST TRIAL,496,Site 496,4961496,21-Feb-24,UEN,77864,System,22-Feb-24,PBV,Updated,22-Feb-24,HWE,Closed
ABC TEST TRIAL,492,Site 492,4921492,26-Jun-23,GZO,51789,System,26-Jun-23,WSL,Updated,26-Jun-23,ZSL,Closed
ABC TEST TRIAL,445,Site 445,4451445,21-Oct-21,BHB,62590,System,21-Oct-21,UOP,Updated,21-Oct-21,EAP,Closed
ABC TEST TRIAL,496,Site 496,4961496,2-Sep-22,FLY,46731,System,2-Sep-22,XXJ,Updated,2-Sep-22,BKL,Closed
ABC TEST TRIAL,285,Site 285,2851285,29-Aug-22,RFZ,78016,System,29-Aug-22,UFD,Updated,29-Aug-22,LOS,Closed
ABC TEST TRIAL,168,Site 168,1681168,31-Aug-22,NHQ,21576,System,31-Aug-22,SEK,Updated,31-Aug-22,WLW,Closed
ABC TEST TRIAL,293,Site 293,2931293,30-Nov-22,HHG,41764,System,30-Nov-22,GYY,Updated,30-Nov-22,ISJ,Closed
ABC TEST TRIAL,158,Site 158,1581158,2-Feb-24,UNC,92185,System,2-Feb-24,VRC,Updated,2-Feb-24,TKP,Closed
ABC TEST TRIAL,460,Site 460,4601460,9-Mar-23,ADZ,74344,System,9-Mar-23,UYB,Updated,9-Mar-23,VJK,Closed
ABC TEST TRIAL,357,Site 357,3571357,29-May-24,OPA,42815,System,29-May-24,CEZ,Updated,29-May-24,CVJ,Closed
ABC TEST TRIAL,237,Site 237,2371237,27-Mar-23,XVJ,83870,System,27-Mar-23,SKM,Updated,27-Mar-23,OOD,Closed
ABC TEST TRIAL,357,Site 357,3571357,29-Jul-22,PJL,43785,System,29-Jul-22,LTR,Updated,29-Jul-22,WNT,Closed
ABC TEST TRIAL,124,Site 124,1241124,26-Oct-22,FEQ,36512,System,26-Oct-22,OLO,Updated,27-Oct-22,JDV,Closed
ABC TEST TRIAL,267,Site 267,2671267,6-Oct-22,HPH,57741,System,17-Oct-22,PHC,Updated,17-Oct-22,DXN,Closed
ABC TEST TRIAL,322,Site 322,3221322,16-Feb-22,ZCS,54650,System,16-Feb-22,OFB,Updated,16-Feb-22,XSQ,Closed
ABC TEST TRIAL,295,Site 295,2951295,5-Sep-22,LOJ,96510,System,5-Sep-22,LFP,Updated,5-Sep-22,MUU,Closed
ABC TEST TRIAL,298,Site 298,2981298,31-Aug-22,RWY,46540,System,2-Sep-22,PFL,Updated,2-Sep-22,WDD,Closed
ABC TEST TRIAL,183,Site 183,1831183,18-Oct-23,LLW,78497,System,18-Oct-23,VOK,Updated,18-Oct-23,VKS,Closed
ABC TEST TRIAL,344,Site 344,3441344,5-Feb-24,ZSH,95700,System,5-Feb-24,JYP,Updated,5-Feb-24,ZLY,Closed
ABC TEST TRIAL,124,Site 124,1241124,24-Jul-24,XMX,63215,System,24-Jul-24,UMG,Updated,24-Jul-24,SON,Closed
ABC TEST TRIAL,429,Site 429,4291429,23-Aug-23,GQD,46835,System,23-Aug-23,OFR,Updated,23-Aug-23,UXB,Closed
ABC TEST TRIAL,452,Site 452,4521452,24-Aug-23,ZSG,74724,System,24-Aug-23,BOY,Updated,24-Aug-23,ZGL,Closed
ABC TEST TRIAL,237,Site 237,2371237,12-Apr-22,HZP,29807,System,12-Apr-22,KMG,Updated,12-Apr-22,BYS,Closed
ABC TEST TRIAL,496,Site 496,4961496,8-Mar-22,BPV,43481,System,8-Mar-22,STF,Updated,8-Mar-22,TCQ,Closed
ABC TEST TRIAL,492,Site 492,4921492,29-May-23,UWV,16794,System,29-May-23,WHA,Updated,30-May-23,RUE,Closed
ABC TEST TRIAL,154,Site 154,1541154,24-Mar-23,NZR,9556,System,24-Mar-23,WRK,Updated,24-Mar-23,SON,Closed
ABC TEST TRIAL,131,Site 131,1311131,1-Feb-22,LMD,92393,System,1-Feb-22,AZJ,Updated,4-Feb-22,DAZ,Closed
ABC TEST TRIAL,156,Site 156,1561156,16-Feb-22,ROL,15306,System,16-Feb-22,MXN,Updated,16-Feb-22,EXG,Closed
ABC TEST TRIAL,183,Site 183,1831183,2-Nov-22,NYS,58195,System,2-Nov-22,KKK,Updated,3-Nov-22,JBX,Closed
ABC TEST TRIAL,154,Site 154,1541154,5-Jan-23,OFN,77667,System,5-Jan-23,PUE,Updated,6-Jan-23,LMH,Closed
ABC TEST TRIAL,241,Site 241,2411241,7-Mar-22,QFG,4608,System,7-Mar-22,EOD,Updated,7-Mar-22,EME,Closed
ABC TEST TRIAL,479,Site 479,4791479,10-Jan-24,HUR,27442,System,10-Jan-24,TRE,Updated,10-Jan-24,RTV,Closed
ABC TEST TRIAL,323,Site 323,3231323,31-Aug-22,DZX,89232,System,31-Aug-22,AQJ,Updated,31-Aug-22,YXE,Closed
ABC TEST TRIAL,131,Site 131,1311131,4-Jan-23,UEE,9566,System,4-Jan-23,GAH,Updated,4-Jan-23,LRN,Closed
ABC TEST TRIAL,107,Site 107,1071107,21-Dec-23,WIA,23923,System,21-Dec-23,NEF,Updated,21-Dec-23,HDX,Closed
ABC TEST TRIAL,366,Site 366,3661366,20-Feb-23,YRF,32245,System,20-Feb-23,VYQ,Updated,21-Feb-23,QUJ,Closed
ABC TEST TRIAL,154,Site 154,1541154,31-Aug-22,LQE,65684,System,31-Aug-22,ZMI,Updated,31-Aug-22,GDZ,Closed
ABC TEST TRIAL,285,Site 285,2851285,15-Dec-22,PCZ,94568,System,15-Dec-22,MJQ,Updated,19-Dec-22,ZPY,Closed
ABC TEST TRIAL,492,Site 492,4921492,7-Aug-23,VOM,74460,System,7-Aug-23,HKF,Updated,7-Aug-23,CXX,Closed
ABC TEST TRIAL,168,Site 168,1681168,17-Jan-23,POQ,95907,System,19-Jan-23,LZL,Updated,3-Feb-23,TSY,Closed
ABC TEST TRIAL,231,Site 231,2311231,14-Jul-23,DQB,37797,System,21-Jul-23,EUK,Updated,21-Jul-23,IOP,Closed
ABC TEST TRIAL,452,Site 452,4521452,21-Jul-23,MFF,10818,System,28-Jul-23,AOD,Updated,4-Aug-23,XXT,Closed
ABC TEST TRIAL,301,Site 301,3011301,21-Jul-23,HLV,56386,System,26-Jul-23,YYT,Updated,4-Aug-23,FON,Closed
ABC TEST TRIAL,124,Site 124,1241124,24-Mar-23,XRU,25365,System,3-Apr-23,YKM,Updated,4-Apr-23,RWI,Closed
ABC TEST TRIAL,429,Site 429,4291429,28-Mar-23,CBW,8076,System,3-Apr-23,POA,Updated,4-Apr-23,NZE,Closed
ABC TEST TRIAL,388,Site 388,3881388,24-Jul-24,EQG,16490,System,24-Jul-24,VUX,Updated,24-Jul-24,RHA,Closed
ABC TEST TRIAL,344,Site 344,3441344,23-Mar-21,AEG,43977,System,23-Mar-21,YRF,Updated,23-Mar-21,CXM,Closed
ABC TEST TRIAL,255,Site 255,2551255,21-Jun-23,PGW,78766,System,21-Jun-23,HYI,Updated,21-Jun-23,ZMS,Closed
ABC TEST TRIAL,280,Site 280,2801280,21-Jun-23,VON,20426,System,21-Jun-23,VPW,Updated,21-Jun-23,NKT,Closed
ABC TEST TRIAL,298,Site 298,2981298,24-Feb-21,LAO,41573,System,1-Apr-21,NNB,Updated,1-Apr-21,VYG,Closed
ABC TEST TRIAL,357,Site 357,3571357,5-Jun-23,UBQ,15722,System,5-Jun-23,BEI,Updated,5-Jun-23,KQX,Closed
ABC TEST TRIAL,301,Site 301,3011301,22-Feb-21,OQO,21994,System,6-Apr-21,IAP,Updated,6-Apr-21,ZFU,Closed
ABC TEST TRIAL,107,Site 107,1071107,25-Sep-22,PML,26830,System,25-Sep-22,AML,Updated,25-Sep-22,GTT,Closed
ABC TEST TRIAL,374,Site 374,3741374,1-Jul-21,QRK,54395,System,1-Jul-21,JTK,Updated,11-Jul-21,KPJ,Closed
ABC TEST TRIAL,156,Site 156,1561156,5-Mar-21,MWQ,87325,System,5-Mar-21,NVY,Updated,5-Mar-21,PKX,Closed
ABC TEST TRIAL,492,Site 492,4921492,22-Feb-21,OME,89356,System,6-Apr-21,JCU,Updated,6-Apr-21,GUG,Closed
ABC TEST TRIAL,391,Site 391,3911391,13-Jan-22,YDO,75011,System,13-Jan-22,FOP,Updated,13-Jan-22,EBU,Closed
ABC TEST TRIAL,195,Site 195,1951195,5-Mar-21,GRD,77176,System,5-Mar-21,BKA,Updated,5-Mar-21,QUU,Closed
ABC TEST TRIAL,492,Site 492,4921492,2-Apr-24,XMN,81858,System,2-Apr-24,XOY,Updated,9-Apr-24,RFP,Closed
ABC TEST TRIAL,347,Site 347,3471347,5-Mar-21,IPK,38200,System,5-Mar-21,FHT,Updated,5-Mar-21,LBD,Closed
ABC TEST TRIAL,154,Site 154,1541154,22-Feb-21,NVW,60757,System,6-Apr-21,CON,Updated,6-Apr-21,VAU,Closed
ABC TEST TRIAL,132,Site 132,1321132,22-Feb-21,ZGD,92673,System,6-Apr-21,DJC,Updated,6-Apr-21,GDI,Closed
ABC TEST TRIAL,168,Site 168,1681168,22-Feb-21,DGZ,76532,System,6-Apr-21,YBG,Updated,6-Apr-21,RER,Closed
ABC TEST TRIAL,334,Site 334,3341334,5-Mar-21,ZFU,83321,System,5-Mar-21,GVK,Updated,5-Mar-21,NQP,Closed
ABC TEST TRIAL,124,Site 124,1241124,22-Feb-21,DDX,20980,System,6-Apr-21,FUT,Updated,6-Apr-21,NGP,Closed
ABC TEST TRIAL,158,Site 158,1581158,22-Feb-21,IQA,24397,System,6-Apr-21,KWW,Updated,6-Apr-21,BXP,Closed
ABC TEST TRIAL,255,Site 255,2551255,21-Jun-23,UTP,77442,System,21-Jun-23,IZK,Updated,21-Jun-23,HEE,Closed
ABC TEST TRIAL,460,Site 460,4601460,17-Jan-23,EBU,89678,System,17-Jan-23,DOY,Updated,17-Jan-23,PHO,Closed
ABC TEST TRIAL,429,Site 429,4291429,29-Jul-22,KUW,29687,System,29-Jul-22,JVF,Updated,29-Jul-22,YVG,Closed
ABC TEST TRIAL,301,Site 301,3011301,27-Jul-23,AGQ,93556,System,27-Jul-23,OUH,Updated,28-Jul-23,GCA,Closed
ABC TEST TRIAL,294,Site 294,2941294,2-Aug-23,GLZ,9816,System,2-Aug-23,ORJ,Updated,2-Aug-23,LFB,Closed
ABC TEST TRIAL,496,Site 496,4961496,19-Oct-23,YZW,60523,System,19-Oct-23,WAR,Updated,19-Oct-23,ZQT,Closed
ABC TEST TRIAL,452,Site 452,4521452,2-Aug-23,DPB,37836,System,2-Aug-23,IZI,Updated,2-Aug-23,XDX,Closed
ABC TEST TRIAL,344,Site 344,3441344,24-Oct-23,XTN,43369,System,24-Oct-23,AYH,Updated,24-Oct-23,UKR,Closed
ABC TEST TRIAL,267,Site 267,2671267,24-Oct-23,DYH,55559,System,24-Oct-23,WOY,Updated,24-Oct-23,MPE,Closed
ABC TEST TRIAL,267,Site 267,2671267,27-Jun-24,ZEW,1997,System,30-Jul-24,NIH,Updated,30-Jul-24,QDO,Closed
ABC TEST TRIAL,391,Site 391,3911391,2-Aug-23,NZF,23971,System,2-Aug-23,PRE,Updated,2-Aug-23,NMZ,Closed
ABC TEST TRIAL,301,Site 301,3011301,24-Oct-23,FOJ,13435,System,24-Oct-23,KMR,Updated,24-Oct-23,LJL,Closed
ABC TEST TRIAL,391,Site 391,3911391,16-Aug-22,WXE,19098,System,16-Aug-22,CQW,Updated,16-Aug-22,CJD,Closed
ABC TEST TRIAL,301,Site 301,3011301,21-Jun-23,LCL,6472,System,21-Jun-23,JMR,Updated,21-Jun-23,ATH,Closed
ABC TEST TRIAL,322,Site 322,3221322,24-Jun-24,DOR,40695,System,24-Jun-24,JLT,Updated,26-Jun-24,MHS,Closed
ABC TEST TRIAL,231,Site 231,2311231,19-Oct-23,LCX,97308,System,19-Oct-23,IYI,Updated,19-Oct-23,XPP,Closed
ABC TEST TRIAL,255,Site 255,2551255,2-Aug-23,PEO,75294,System,2-Aug-23,ESF,Updated,2-Aug-23,QDF,Closed
ABC TEST TRIAL,231,Site 231,2311231,24-Jun-24,IAI,57234,System,24-Jun-24,WFP,Updated,26-Jun-24,QKL,Closed
ABC TEST TRIAL,479,Site 479,4791479,24-Oct-23,WBA,99924,System,24-Oct-23,TXI,Updated,24-Oct-23,GTB,Closed
ABC TEST TRIAL,366,Site 366,3661366,17-Jan-23,UIT,39953,CDM,17-Jan-23,YHF,Updated,17-Jan-23,OPL,Closed
ABC TEST TRIAL,168,Site 168,1681168,5-Oct-23,QFH,49155,CDM,5-Oct-23,YPO,Updated,6-Oct-23,EHA,Closed
ABC TEST TRIAL,256,Site 256,2561256,5-May-22,ONE,72700,System,7-Jul-22,HQJ,Updated,18-Jul-22,VGD,Closed
ABC TEST TRIAL,460,Site 460,4601460,16-Feb-22,VZH,34524,System,14-Jun-22,VYG,Updated,20-Jun-22,MID,Closed
ABC TEST TRIAL,347,Site 347,3471347,17-Apr-23,MBF,30733,System,17-Apr-23,OEB,Updated,25-Apr-23,RCV,Closed
ABC TEST TRIAL,241,Site 241,2411241,10-Mar-21,GMA,48690,System,10-Mar-21,TAE,Updated,2-Apr-21,KBP,Closed
ABC TEST TRIAL,231,Site 231,2311231,19-Feb-21,XIH,11105,System,19-Feb-21,WZN,Updated,2-Apr-21,WYZ,Closed
ABC TEST TRIAL,334,Site 334,3341334,30-Nov-20,ZRO,15714,System,2-Dec-20,USZ,Updated,3-Dec-20,YPV,Closed
ABC TEST TRIAL,183,Site 183,1831183,12-Aug-22,JGV,92889,System,12-Aug-22,DBW,Updated,15-Aug-22,OLA,Closed
ABC TEST TRIAL,262,Site 262,2621262,28-Sep-21,WXT,17523,System,28-Sep-21,SVS,Updated,29-Sep-21,LOH,Closed
ABC TEST TRIAL,347,Site 347,3471347,25-Sep-22,SRB,63877,System,25-Sep-22,PBB,Updated,29-Sep-22,LMS,Closed
ABC TEST TRIAL,391,Site 391,3911391,22-Feb-21,NEP,78046,System,22-Feb-21,QXL,Updated,2-Apr-21,AQC,Closed
ABC TEST TRIAL,124,Site 124,1241124,26-Aug-22,NXK,86088,System,27-Sep-22,HZE,Updated,29-Sep-22,FPQ,Closed
ABC TEST TRIAL,347,Site 347,3471347,23-Aug-22,BCN,29366,System,23-Aug-22,CKB,Updated,25-Aug-22,JWU,Closed
ABC TEST TRIAL,323,Site 323,3231323,26-Apr-21,GTH,12112,System,29-Jun-21,VOD,Updated,30-Jun-21,PHO,Closed
ABC TEST TRIAL,262,Site 262,2621262,16-Nov-21,FNA,27637,System,16-Nov-21,SLE,Updated,25-Nov-21,VEV,Closed
ABC TEST TRIAL,237,Site 237,2371237,7-May-22,MEO,86233,System,24-May-22,BQV,Updated,27-May-22,CWO,Closed
ABC TEST TRIAL,237,Site 237,2371237,19-Feb-21,UWT,11283,System,3-Apr-21,QHK,Updated,7-May-21,OZK,Closed
ABC TEST TRIAL,445,Site 445,4451445,16-Nov-21,AVE,26907,System,16-Nov-21,EAI,Updated,16-Nov-21,JCW,Closed
ABC TEST TRIAL,301,Site 301,3011301,16-Nov-21,WPE,42367,System,16-Nov-21,SAD,Updated,16-Nov-21,UUY,Closed
ABC TEST TRIAL,429,Site 429,4291429,16-Nov-21,GSM,1965,System,16-Nov-21,EUU,Updated,16-Nov-21,QVB,Closed
ABC TEST TRIAL,195,Site 195,1951195,16-Oct-24,FYC,39162,CDM,17-Oct-24,AJH,Updated,30-Oct-24,JZJ,Closed
ABC TEST TRIAL,381,Site 381,3811381,13-May-24,PXW,52798,CDM,14-May-24,RIQ,Updated,16-May-24,POQ,Closed
ABC TEST TRIAL,492,Site 492,4921492,15-Apr-21,AVW,42164,System,15-Apr-21,KSJ,Updated,6-May-21,QZH,Closed
ABC TEST TRIAL,237,Site 237,2371237,30-Mar-23,OIM,88625,System,30-Mar-23,LPU,Updated,30-Mar-23,QCL,Closed
ABC TEST TRIAL,344,Site 344,3441344,14-Jul-22,VKM,33795,System,14-Jul-22,AAE,Updated,18-Jul-22,UQN,Closed
ABC TEST TRIAL,293,Site 293,2931293,12-Jun-24,OIQ,10931,System,12-Jun-24,QYN,Updated,13-Jun-24,MVN,Closed
ABC TEST TRIAL,357,Site 357,3571357,5-Jan-22,OTL,51831,System,5-Jan-22,UVO,Updated,5-Jan-22,KTR,Closed
ABC TEST TRIAL,357,Site 357,3571357,11-Apr-23,QPW,43361,System,11-Apr-23,FMC,Updated,11-Apr-23,WOX,Closed
ABC TEST TRIAL,156,Site 156,1561156,17-Feb-23,RYZ,75242,System,17-Feb-23,FPT,Updated,21-Feb-23,XHZ,Closed
ABC TEST TRIAL,256,Site 256,2561256,25-Jan-22,CBP,21034,System,25-Jan-22,MSX,Updated,4-Feb-22,DNX,Closed
ABC TEST TRIAL,374,Site 374,3741374,17-Jan-23,KKW,28510,System,17-Jan-23,ZTK,Updated,17-Jan-23,NPT,Closed
ABC TEST TRIAL,366,Site 366,3661366,2-Jun-23,LLP,67775,System,2-Jun-23,KPI,Updated,5-Jun-23,DCO,Closed
ABC TEST TRIAL,479,Site 479,4791479,15-Feb-24,MZO,44698,System,15-Feb-24,KKP,Updated,19-Feb-24,TKO,Closed
ABC TEST TRIAL,195,Site 195,1951195,31-Mar-23,TOZ,2218,System,31-Mar-23,IKA,Updated,4-Apr-23,IYI,Closed
ABC TEST TRIAL,107,Site 107,1071107,26-Sep-23,INS,63682,System,26-Sep-23,UYF,Updated,26-Sep-23,EBW,Closed
ABC TEST TRIAL,158,Site 158,1581158,17-Feb-22,BAK,42960,System,17-Feb-22,TXH,Updated,21-Feb-22,ZYF,Closed
ABC TEST TRIAL,452,Site 452,4521452,27-Jul-23,BVQ,96262,System,27-Jul-23,PSR,Updated,28-Jul-23,HWC,Closed
ABC TEST TRIAL,107,Site 107,1071107,24-Aug-23,CDA,58352,System,24-Aug-23,ZBZ,Updated,24-Aug-23,ZIN,Closed
ABC TEST TRIAL,429,Site 429,4291429,19-Dec-22,MYV,9409,System,29-Dec-22,YLR,Updated,9-Jan-23,ARP,Closed
ABC TEST TRIAL,267,Site 267,2671267,28-Dec-23,LES,91403,System,28-Dec-23,GHJ,Updated,5-Jan-24,UNP,Closed
ABC TEST TRIAL,381,Site 381,3811381,10-May-22,WJG,52876,System,10-May-22,QQK,Updated,10-May-22,HLI,Closed
ABC TEST TRIAL,178,Site 178,1781178,9-Nov-22,SWP,84680,System,9-Nov-22,DTJ,Updated,10-Nov-22,DSV,Closed
ABC TEST TRIAL,460,Site 460,4601460,1-Feb-23,TKG,69376,System,1-Feb-23,ZMW,Updated,1-Feb-23,IOP,Closed
ABC TEST TRIAL,301,Site 301,3011301,27-Apr-21,IFF,3092,System,27-Apr-21,HAY,Updated,6-May-21,GWG,Closed
ABC TEST TRIAL,267,Site 267,2671267,2-Feb-23,GXC,46484,System,2-Feb-23,RDX,Updated,2-Feb-23,GCO,Closed
ABC TEST TRIAL,447,Site 447,4471447,22-Nov-21,BAP,86695,System,22-Nov-21,PSA,Updated,25-Nov-21,PCH,Closed
ABC TEST TRIAL,301,Site 301,3011301,10-Apr-24,ESD,67038,System,10-Apr-24,DRS,Updated,15-Apr-24,TCV,Closed
ABC TEST TRIAL,447,Site 447,4471447,23-May-24,EZK,48385,System,23-May-24,TIE,Updated,24-May-24,BQZ,Closed
ABC TEST TRIAL,479,Site 479,4791479,23-Mar-23,HPO,46424,System,23-Mar-23,AWW,Updated,24-Mar-23,SBQ,Closed
ABC TEST TRIAL,429,Site 429,4291429,7-Jun-22,LNK,89483,System,7-Jun-22,AHW,Updated,8-Jun-22,BNT,Closed
ABC TEST TRIAL,301,Site 301,3011301,11-Mar-21,ZVO,47163,System,11-Mar-21,OAU,Updated,2-Apr-21,UXI,Closed
ABC TEST TRIAL,267,Site 267,2671267,20-May-21,AGF,46484,System,2-Jun-21,ONI,Updated,30-Jun-21,WQI,Closed
